Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform,Year Of Experiences
IT Support (Trainee),IT support,Any Level,N/A,Hong Leong BANK Vietnam Limited,Hồ Chí Minh,$285.71,"Bash Shell Scripting, Communication Skills, Linux, Operating System, PC Hardware",Vietnamworks,1 năm kinh nghiệm
IT Support Specialist,IT support,Any Level,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,Negotiable,"IT System Administration, IT Helpdesk, IT Support, Infrastructure Supervision, Application Support",Vietnamworks,Không yêu cầu năm kinh nghiệm
System Support Team Head,data engineer,Any Level,N/A,Shinhan Vietnam Finance Company Limited,Hồ Chí Minh,Negotiable,"System Support, Application Support, PL/SQL, Credit Card System",Vietnamworks,5 năm kinh nghiệm
Dev AI (Senior),data scientist,Senior,N/A,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,$800.00-1500.00,"AI, DevOps",Vietnamworks,2 năm kinh nghiệm
Ecommerce Performance Analyst/ Merchandise Planner,backend developer,Any Level,N/A,CRC Sports VN,Hồ Chí Minh,Negotiable,"Data Analysis, Ecommerce Solution, Inventory Management, Merchandise Planning, Promotional Marketing",Vietnamworks,1 năm kinh nghiệm
Nhân Viên Vận Hành Chuỗi Phần Công Nghệ (Đi Làm Sau Tết),embedded systems engineer,Any Level,N/A,Công ty Cổ phần Trà và Cà Phê Rosier,Hà Nội,Negotiable,"Giám Sát Hệ Thống, công nghệ, Vận Hành, Thương mại điện tử (Shopee, TikTok Shop), MyXTeam",Vietnamworks,3 năm kinh nghiệm
SAP BW/ SAC Senior Analyst - AMS Project,SAP consultant,Senior,N/A,Deloitte Consulting SEA,Hồ Chí Minh,Negotiable,"SAP S/4HANA, ERP System, Analytical Thinking, SAP BW/4HANA, SACS",Vietnamworks,1 năm kinh nghiệm
Chuyên Viên Phân Tích Nghiệp Vụ (BA),frontend developer,Any Level,N/A,Hyundai Thành Công Việt Nam (Hyundai.thanhcong.vn),Hà Nội,Negotiable,"Business Analysis, Công Nghệ Thông Tin, CRM 365, UI/UX, Test Analyst",Vietnamworks,Không yêu cầu năm kinh nghiệm
Điều Khiển Điện/ Lập Trình PLC (Nhật Bản/HCM),embedded systems engineer,Any Level,N/A,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$2275.00,"Lập Trình PLC, Thiết Kế Máy Gia Công, Thiết Kế Điện, Tiếng Nhật N3, Kỹ Năng Lập Trình Macro",Vietnamworks,2 năm kinh nghiệm
Senior Business Analyst (CMS),business analyst,Senior,N/A,Techcombank,Hà nội,$1000.00-2500.00,"Information Technology, Business Administration, AEM, Agile, Jira",Vietnamworks,3 năm kinh nghiệm
"SAP MM Senior Consultant (Mandarin Speaking, AMS Project)",SAP consultant,Senior,N/A,Deloitte Consulting SEA,Hồ Chí Minh,Negotiable,"SAP S/4HANA, ERP System, Analytical Thinking, Bilingual In English and Mandarin, Sap Mm",Vietnamworks,5 năm kinh nghiệm
QA Team Leader,tech lead,Lead/Expert,N/A,WEEDS VINA,Hà Nội,$24.49-40.82,"Test Thủ Công, QA, Analytics Tool, Quality Tools, Giao Tiếp",Vietnamworks,5 năm kinh nghiệm
Data Engineer (Data Bricks/ Devops/dbt Language),DevOps engineer,Any Level,N/A,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Negotiable,"Data Architecture, Data analysis, Data Models, Data Mining, Big Data",Vietnamworks,Không yêu cầu năm kinh nghiệm
Product Owner (Project Manager Assistant) - Game Industry,game developer,Any Level,N/A,Navigos Search's Client,Hà nội,$700.00-1000.00,"Product Vision, Communication Skills, Problem Solving, Multitasking, Team Motivation",Vietnamworks,3 năm kinh nghiệm
IT Manager,IT professional,Any Level,N/A,New World Fashion Group,Hồ Chí Minh,Negotiable,"Server Management, LAN, WAN, Security, Networking",Vietnamworks,1 năm kinh nghiệm
IT System & Network Administrator,network administrator,Any Level,N/A,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$600.00-1000.00,"IT System Administration, IT Hardware, Technical Support, Tiếng Nhật Trung Cấp, Quản Trị Mạng Lan",Vietnamworks,Không yêu cầu năm kinh nghiệm
On Job Training (LSI Design),data scientist,Any Level,N/A,"Toshiba Software Development (Vietnam) Co., Ltd",Hà nội,$12.24,"Linux, Technical Design, Digital Design, Electronic, Telecommunications",Vietnamworks,Không yêu cầu năm kinh nghiệm
NodeJS Backend Developer,backend developer,Any Level,N/A,SAPP Academy,Hà Nội,$530.61-1020.41,"Expressjs, Nest.js, Nest.js, Node.js, Oop, RESTful API",Vietnamworks,2 năm kinh nghiệm
Văn Phòng Chuyển Đổi - Chuyên Gia Kiến Trúc Sư Giải Pháp (Solution Architect),solutions architect,Any Level,N/A,Ngân hàng Lộc Phát Việt Nam LPBank,Hà nội,Negotiable,"Data Warehouse, Giải Pháp Công Nghệ, Data Warehouse, Data Warehouse, Data Warehouse",Vietnamworks,5 năm kinh nghiệm
RPA Manager,DevOps engineer,Any Level,N/A,Navigos Search's Client,Hà nội,$3500.00-4000.00,"Cloud Platform, Communication Skills, Problem-solving, RPA, Stakeholder Management",Vietnamworks,8 năm kinh nghiệm
ERP Consultant (SCM and Product Development) (up to 3000 USD),data scientist,Any Level,N/A,Navigos Search's Client,Hà nội,$2000.00-3000.00,"Communication Skills, ERP Implementation, Product Development, Supply Chain Management, Vendor Management",Vietnamworks,5 năm kinh nghiệm
Business Analyst Tại Hà Nội (Upto 1000$),business analyst,Any Level,N/A,Công Ty Cổ Phần Truyền Thông GAPIT,Hà Nội,$700.00-1000.00,"Giao Tiếp, Làm Việc Nhóm, Phân Tích Dữ Liệu, SQL",Vietnamworks,2 năm kinh nghiệm
Embedded Software Development Engineer,software engineer,Any Level,N/A,Công Ty TNHH Đà Nẵng Nippon Seiki,Đà Nẵng,Negotiable,"C++, MATLAB, Simulink, Embedded Software, Software Technology",Vietnamworks,Không yêu cầu năm kinh nghiệm
Nhân Viên Kỹ Thuật IT,IT professional,Any Level,N/A,Công Ty Cổ Phần Đầu Tư Và Công Nghệ OSB (Osb Jsc.),"Hà Nội, Hồ Chí Minh",Negotiable,"Python, Kỹ Thuật Phần Mềm, Tiếng Anh, Quản Trị Hệ Thống, Giải Pháp Kỹ Thuật",Vietnamworks,1 năm kinh nghiệm
Data Scientist Expert Hà Nội - EDA,data scientist,Lead/Expert,N/A,VPBank - Https://tuyendung.vpbank.com.vn/,Hà Nội,Negotiable,"Data Science, Phân Tích Dữ Liệu, Python, SQL, Thống Kê",Vietnamworks,5 năm kinh nghiệm
IT Administration Lead,IT professional,Lead/Expert,N/A,Public Bank Vietnam Ltd,Hà Nội,$2500.00,"Communication skills, IT Governance, IT Risk Management, IT Security, Technology stack components",Vietnamworks,1 năm kinh nghiệm
Chuyên Viên Quản Lý Dự Án,embedded systems engineer,Any Level,N/A,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,Hà Nội,Negotiable,"Khoa Học Máy Tính, Phân Tích Số Liệu, Quản Lý Dự Án Công Nghệ, Quản Lý Dự Án",Vietnamworks,2 năm kinh nghiệm
Software Expert (Java/springboot),IT professional,Lead/Expert,N/A,Navigos Search's Client,Hà nội,$3000.00-3500.00,"Agile, Project Management, Software Development, Team Development, Technical Management",Vietnamworks,8 năm kinh nghiệm
"Senior Solution Consultant, Presales",database administrator,Senior,N/A,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Negotiable,"Communication Skills, Manage ERP Software, Oracle CRM, Project Management, Solution Design",Vietnamworks,5 năm kinh nghiệm
SysOps Engineer,software engineer,Any Level,N/A,,N/A,$1500.00-2000.00,"Linux Clustering, Docker, Kubernetes, IT Monitoring, English",Vietnamworks,3 năm kinh nghiệm
Business Development Manager,SAP consultant,Any Level,N/A,BTM Global Consulting Vietnam,Hồ Chí Minh,$1000.00-3000.00,"Kinh Doanh, B2B Sales, Marketing, Business Development, ERP",Vietnamworks,5 năm kinh nghiệm
Senior Back-end Developer,backend developer,Senior,N/A,Navigos Group,"Hồ Chí Minh, Hà nội",$1200.00-2000.00,"Python Programming, Technical Expertise In Data-Driven Systems, Algorithm, Data Structure, System Design",Vietnamworks,5 năm kinh nghiệm
Security Engineering Manager (SOC),security engineer,Any Level,N/A,Navigos Search's Client,"Hà nội, Hồ Chí Minh",$5000.00-6000.00,"Siem Engineering, Data Processing, Data Pipeline, Cybersecurity, Leadership",Vietnamworks,5 năm kinh nghiệm
Senior Lead Developer,software developer,Senior,N/A,Công Ty TNHH Tsarsi,Hồ Chí Minh,Negotiable,".NET, ReactJS, Typescript, Azure SQL, Giải pháp SaaS",Vietnamworks,6 năm kinh nghiệm
C / C++ Software Engineer - Relocation Bonus - Salary Up to 2500$ - Hybrid Working,software engineer,Any Level,N/A,LG Electronics Development Vietnam Company Limited,"Vinh, Đà Nẵng",$800.00-2500.00,"C++, C/C++, Software Development, OOP, Design Patterns",Vietnamworks,1 năm kinh nghiệm
Kỹ Sư Công Nghệ Thông Tin,data scientist,Any Level,N/A,Công Ty TNHH Cảng Container Quốc Tế Hateco Hải Phòng,Hải Phòng,Negotiable,"Bảo Trì Mạng, CCNA, Hạ Tầng Công Nghệ, Hỗ Trợ Kỹ Thuật, Quản Trị Hạ Tầng CNTT",Vietnamworks,1 năm kinh nghiệm
"Kỹ Sư Giải Pháp, Tích Hợp Hệ Thống (Lương Upto 30 Triệu)",data scientist,Any Level,N/A,Chi Nhánh Giải Pháp Và Tích Hợp Hệ Thống Công Ty TNHH Một Thành Viên Thanh Bình - BCA,Hồ Chí Minh,$1200.00,"Tư Vấn Kỹ Thuật, Giải Pháp Kỹ Thuật, Giải Pháp Tích Hợp, Hệ Thống Mạng, Tiếng Anh",Vietnamworks,2 năm kinh nghiệm
"DevOps Engineer (Software Configuration Management, Yocto)",DevOps engineer,Any Level,N/A,LG Electronics Development Viet Nam Company Limited,Hà Nội,$1500.00-2200.00,"Linux Kernel, Yocto Project, AWS Docker, Jenkins, CI/CD",Vietnamworks,Không yêu cầu năm kinh nghiệm
Trưởng Phòng Hạ Tầng Và Bảo Mật,data scientist,Any Level,N/A,ASIA INGREDIENTS GROUP,Hồ Chí Minh,Negotiable,"Bảo Mật Web, Cài Đặt Hệ Thống, Quản Lý Dịch Vụ, Quản Lý Lãnh Đạo, Quản Trị Thông Tin",Vietnamworks,5 năm kinh nghiệm
Nhân Viên QC/ QC Staff (Đi Làm Ngay hoặc Sau Tết Âm Lịch),data scientist,Any Level,N/A,Công Ty TNHH Spica Elastic Việt Nam,Bắc Ninh,$489.80-612.24,"Communication Skills, Computer Skills, Problem-solving, QMS Management, Quality Control",Vietnamworks,1 năm kinh nghiệm
Kỹ Sư Triển Khai Dự Án Công Nghệ Thông Tin (Chuyên Ngành Y Tế),data scientist,Any Level,N/A,Công Ty Viphaco Và Imedco,Hồ Chí Minh,$612.24-1020.41,"SQL, IT, Công nghệ thông tin, Y Tế, Quản Trị Cơ Sở Dữ Liệu",Vietnamworks,3 năm kinh nghiệm
Software Development Engineer (Attractive Salary & Benefits),software engineer,Any Level,N/A,HYUNDAI Kefico,Hải Dương,Negotiable,"Automotive Embedded Systems, Python, C++, AUTOSAR, Application Engineering",Vietnamworks,3 năm kinh nghiệm
Business Analyst,business analyst,Any Level,N/A,SAPP Academy,Hà Nội,$489.80-897.96,"Business Analysis, Communication Skills, CRM Development, Data Modeling, UML Design",Vietnamworks,2 năm kinh nghiệm
Junior Business Analyst,business analyst,Junior,N/A,"Vinataba-Philip Morris Limited, HCMC Branch",Hồ Chí Minh,Negotiable,"Analytical Thinking, Data Analysis, Microsoft Excel, Power BI, SQL",Vietnamworks,1 năm kinh nghiệm
Senior Product Manager,product manager,Senior,N/A,Công Ty Cổ Phần Công Nghệ Sinh Học Kim Hòa Phát,Hà Nội,Negotiable,"Phân Tích Thị Trường, Nghiên Cứu Sản Phẩm, Kỹ năng giao tiêp, Kỹ Năng Quản Lý, Thuyết Trình",Vietnamworks,2 năm kinh nghiệm
Embedded Software Developer,software developer,Any Level,N/A,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"C/C++, Embedded Systems",Vietnamworks,Không yêu cầu năm kinh nghiệm
[Fresher] Data Engineer,data engineer,Intern,N/A,Công Ty CP Giải Pháp Thanh Toán Việt Nam (VNPAY),Hà Nội,Negotiable,"Agile, Hadoop, Java, Python, Scala",Vietnamworks,1 năm kinh nghiệm
E-commerce Analytics & Tag Management Specialist,data analyst,Any Level,N/A,Concentrix,Hồ Chí Minh,$489.80-1632.65,"Ecommerce Platforms, Digital Marketing, SEO, Task Management, Collaboration",Vietnamworks,2 năm kinh nghiệm
Chuyên Viên Phân Tích Nghiệp Vụ ERP - Business Analyst,business analyst,Any Level,N/A,Tập Đoàn Karofi Holding,Hà Nội,$734.69-1020.41,"BRD, BRD, CRM, ERP, HRM, SRS",Vietnamworks,3 năm kinh nghiệm
Network IT Engineer,software engineer,Any Level,N/A,Công Ty TNHH Bluzen Vietnam,Hà Nội,$1020.41-1428.57,"Information Technology, Network Engineering, Network, Cisco, Firewall",Vietnamworks,3 năm kinh nghiệm
Technical Support Engineer (Dynamics 365 Products),IT support,Any Level,N/A,Itechwx Company Limited,Hồ Chí Minh,$897.96-1142.86,"English, IT Support, Helpdesk, Customer Support",Vietnamworks,Không yêu cầu năm kinh nghiệm
System Administrator (Sysad) and Server Manager,system administrator,Any Level,N/A,MCGAAW,Hồ Chí Minh,Negotiable,"System, DevOps, Network Management, Security Administration, Server Management, System, System, System",Vietnamworks,Không yêu cầu năm kinh nghiệm
Data Engineer - Khối Dữ Liệu (HOLT.02),data engineer,Any Level,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Data Engineer, Điện Tử Viễn Thông, Data Processing, Oracle, Unit Testing",Vietnamworks,1 năm kinh nghiệm
Fresher Developer,software developer,Intern,N/A,Netcompany,Hồ Chí Minh,Negotiable,"Java, .NET, OOP, Data Modeling, Bug Tracking",Vietnamworks,Không yêu cầu năm kinh nghiệm
Japanese BrSE Cum Project Lead,project manager,Lead/Expert,N/A,"ARIS Vietnam Co., Ltd",Hồ Chí Minh,Negotiable,"C#, Giao Tiếp Tiếng Nhật Bản, Java Web",Vietnamworks,3 năm kinh nghiệm
SAP Functional Consultant (FICO),SAP consultant,Any Level,N/A,TIKI Company Limited,Hồ Chí Minh,Negotiable,"Commerce, FICO, SAP FICO, SAP Implementation, SAP system, SAP system, SAP system, SAP system, SAP system, SAP system",Vietnamworks,3 năm kinh nghiệm
"Business Analyst & Compliance Manager (Relocating to Manila, Philippine)",business analyst,Any Level,N/A,Gamma Interactive Inc.,Hồ Chí Minh,Negotiable,"Analytical Skills, Data Analytics, Fraud Prevention, KYC Process, Risk Management",Vietnamworks,8 năm kinh nghiệm
Quality Analyst,IT professional,Any Level,N/A,Gear Inc.,Hà nội,Negotiable,"Data Analysis, Root Cause Analysis, Google Platform, BPO, Reporting",Vietnamworks,Không yêu cầu năm kinh nghiệm
Laravel-React Full Stack Mobile/Web Developer,full stack developer,Any Level,N/A,Wonita International Inc,N/A,$413.80,"Laravel, PHP, Problem-solving, React, React Native",Vietnamworks,1 năm kinh nghiệm
Data Entry Staff,data analyst,Any Level,N/A,Sadesa,Vũng Tàu,Negotiable,"Data Entry, ISO 9001, MS Office, Statistical Reporting",Vietnamworks,1 năm kinh nghiệm
SAP GR Senior Consultant (AMS Project),SAP consultant,Senior,N/A,Deloitte Consulting SEA,Hồ Chí Minh,Negotiable,"SAP S/4HANA, ERP System, Analytical Thinking, SAP ECC 6.0, Agile",Vietnamworks,4 năm kinh nghiệm
Senior Automation Test Leader,QA engineer,Senior,N/A,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Automation Testing, QA, QC, Software Testing, Web Automation Testing",Vietnamworks,7 năm kinh nghiệm
Automation Engineer,software engineer,Any Level,N/A,Công Ty TNHH LEGO Manufacturing Việt Nam,N/A,Negotiable,"PLC, Automation, Lập Trình Rockwell, Manufacturing Engineering, Maintenance",Vietnamworks,Không yêu cầu năm kinh nghiệm
SAP S/4Hana Consultant,SAP consultant,Any Level,N/A,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Negotiable,"Business Process Management, Client Relationship, SAP, Time Management, Sap Module Development",Vietnamworks,1 năm kinh nghiệm
"[ Hưng Yên ] - Trưởng nhóm Quản lý chất lượng nhà cung cấp - Nghỉ tất cả thứ 7, CN",data scientist,Any Level,N/A,Mektec Manufacturing Corporation (Vietnam) Ltd.,Hưng yên,$700.00-1000.00,"8D method, ISO 9001, QC Report, QC Tools, Supplier Audit",Vietnamworks,3 năm kinh nghiệm
Kỹ Sư IT,IT professional,Any Level,N/A,Công Ty TNHH Dịch Vụ Sản Xuất Thiết Bị Aureole,"Biên Hòa, Đồng Nai",Negotiable,"Quản Lý Cở Sở Dữ Liệu, Tiếng Nhật, UiPath, An Toàn Thông Tin, Backup",Vietnamworks,2 năm kinh nghiệm
Foxconn Tuyển Gấp Kỹ Sư Phát Triển Phần Mềm Hệ Thống,backend developer,Any Level,N/A,Công Ty TNHH Công Nghệ Chính Xác Fuyu,Hồ Chí Minh,$500.00-1000.00,"Lập Trình Backend, API, Systems Development, Database Development, English",Vietnamworks,Không yêu cầu năm kinh nghiệm
Business System Analyst,systems analyst,Any Level,N/A,BIDV Metlife Life Insurance LLC,Hà nội,Negotiable,"Information Analysis, Business Administration, Computer Science, Customer Service, System Testing",Vietnamworks,2 năm kinh nghiệm
LUXSHARE ICT TUYỂN GẤP KỸ SƯ TE,UX/UI designer,Any Level,N/A,CÔNG TY TNHH LUXSHARE - ICT (VÂN TRUNG),Hồ Chí Minh,$500.00-2000.00,"Công Nghệ Thông Tin, Kinh nghiệm làm việc, Tiếng Anh, Tiếng Trung, Điện Tử",Vietnamworks,3 năm kinh nghiệm
Chuyên Viên Thiết Kế UI/UX (Có Thể Nhận Việc Sau Tết),UX/UI designer,Any Level,N/A,Công Ty Chứng Khoán Yuanta Việt Nam,Hồ Chí Minh,$500.00-1500.00,"Thiết Kế UI-UX, Figma, Sketching, Adobe XD, UX Design",Vietnamworks,5 năm kinh nghiệm
HR Data Analytics Manager,data analyst,Any Level,N/A,Prudential Vietnam Assurance,Hồ Chí Minh,Negotiable,"Analytical Thinking, Data Analysis, Excellent communication, HRIS System, Stakeholder Management",Vietnamworks,2 năm kinh nghiệm
Excellent Management Trainee,data scientist,Any Level,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,Hà nội,Negotiable,"Electrical Engineering, English, Power System Planning, Computer Science, Software Engineering",Vietnamworks,Không yêu cầu năm kinh nghiệm
Digitalization Executive (Administrative),IT professional,Any Level,N/A,Kinderworld International Group (Singapore International School),Hà Nội,Negotiable,"ERP, English, HR Digitalization, Communication, HR Administration",Vietnamworks,Không yêu cầu năm kinh nghiệm
Senior Frontend Developer (React),frontend developer,Senior,N/A,CÔNG TY TNHH SLASIFY VIETNAM,N/A,$2000.00-4000.00,"React, Typescript, Unit Testing, Git, Front End",Vietnamworks,Không yêu cầu năm kinh nghiệm
(102 HCM) Kỹ Sư Phát Triển Ứng Dụng (Vb.Net),backend developer,Any Level,N/A,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$800.00-1200.00,"Application Development, Collaboration, Software Development, VB.NET, Visual Studio",Vietnamworks,1 năm kinh nghiệm
QC Inspector (Apparel/Accessories),data scientist,Any Level,N/A,Navigos Search's Client,Hà nội,$700.00-900.00,"Analytical Skills, Communication, Leadership, Problem-solving, Quality Control",Vietnamworks,3 năm kinh nghiệm
